"","iteration","avg..fps","avg..polys","avg..models","Env","BFC","FVC","ZC","activeAlgorithms"
"863",25,60.338345,5269418,857,"SPARSE",1,1,1,3
"864",26,57.403111,4777662,777,"SPARSE",1,1,1,3
"865",27,58.539555,5202340,846,"SPARSE",1,1,1,3
"866",28,57.371655,4702041,765,"SPARSE",1,1,1,3
"867",29,57.93644,5267014,857,"SPARSE",1,1,1,3
"868",30,56.036629,4908441,798,"SPARSE",1,1,1,3
"869",31,59.869297,5328609,867,"SPARSE",1,1,1,3
"870",32,59.149048,5331403,867,"SPARSE",1,1,1,3
"871",33,59.761044,5700686,927,"SPARSE",1,1,1,3
"872",34,61.352009,5286551,860,"SPARSE",1,1,1,3
"873",35,56.884239,5028459,818,"SPARSE",1,1,1,3
"874",36,59.628117,4945792,804,"SPARSE",1,1,1,3
"875",37,63.154789,5050823,822,"SPARSE",1,1,1,3
"876",38,62.526726,3829833,623,"SPARSE",1,1,1,3
"877",1,5.61949,15299242,2490,"DYNAMIC",1,1,1,3
"878",2,5.797695,18325061,2982,"DYNAMIC",1,1,1,3
"879",3,5.697571,25204053,4102,"DYNAMIC",1,1,1,3
"880",4,5.533238,24381674,3968,"DYNAMIC",1,1,1,3
"881",5,5.351816,20070098,3266,"DYNAMIC",1,1,1,3
"882",6,5.707195,26527301,4317,"DYNAMIC",1,1,1,3
"883",7,5.798521,17937491,2919,"DYNAMIC",1,1,1,3
"884",8,5.784345,26824039,4365,"DYNAMIC",1,1,1,3
"885",9,5.184024,24665739,4014,"DYNAMIC",1,1,1,3
"886",10,5.80654,15251400,2482,"DYNAMIC",1,1,1,3
"887",11,5.774885,21384939,3480,"DYNAMIC",1,1,1,3
"888",12,5.566568,16473429,2681,"DYNAMIC",1,1,1,3
"889",13,5.684378,24265728,3949,"DYNAMIC",1,1,1,3
"890",14,5.650232,25111893,4087,"DYNAMIC",1,1,1,3
"891",15,5.821535,25117004,4088,"DYNAMIC",1,1,1,3
"892",16,5.926075,22203284,3613,"DYNAMIC",1,1,1,3
"893",17,5.811084,26584755,4326,"DYNAMIC",1,1,1,3
"894",18,5.461771,23148604,3767,"DYNAMIC",1,1,1,3
"895",19,5.70695,18756967,3052,"DYNAMIC",1,1,1,3
"896",20,5.786603,27516817,4478,"DYNAMIC",1,1,1,3
"897",21,10.905093,52413379,8530,"DYNAMIC",1,1,1,3
"898",22,5.137183,13984488,2276,"DYNAMIC",1,1,1,3
"899",23,5.755159,24535648,3993,"DYNAMIC",1,1,1,3
"900",24,5.734619,23324616,3796,"DYNAMIC",1,1,1,3
"901",25,5.768144,21309716,3468,"DYNAMIC",1,1,1,3
"902",26,5.834581,26599700,4329,"DYNAMIC",1,1,1,3
"903",27,5.810431,27548201,4483,"DYNAMIC",1,1,1,3
"904",28,5.898695,22535545,3667,"DYNAMIC",1,1,1,3
"905",29,5.900193,26416936,4299,"DYNAMIC",1,1,1,3
"906",30,5.795274,22022752,3584,"DYNAMIC",1,1,1,3
"907",31,5.925269,21409515,3484,"DYNAMIC",1,1,1,3
"908",32,5.814989,27552851,4484,"DYNAMIC",1,1,1,3
"909",33,5.026456,21958848,3574,"DYNAMIC",1,1,1,3
"910",34,5.78597,26398111,4296,"DYNAMIC",1,1,1,3
"911",35,5.797617,26331191,4285,"DYNAMIC",1,1,1,3
"912",36,5.791405,25401620,4134,"DYNAMIC",1,1,1,3
"913",37,5.603564,22005701,3581,"DYNAMIC",1,1,1,3
"914",38,5.792728,16116874,2623,"DYNAMIC",1,1,1,3
